Year,Region,Zone,Site,Total Fish Densit_mean,Total Fish Densit_SE,Fish Species richness_mean,Fish Species richness_SE,Fishery Target Spp_mean,Fishery Target Spp_SE,Grazers_mean,Grazers_SE,Corallivores_mean,Coraliivores_SE,Planktivores_mean,Planktivores_SE,Territorial Pomacentrids_mean,Territorial Pomacentrids_SE,Plectropomus spp_mean,Plectropomus spp_SE,SCI_mean,SCI_SE,LCC_mean,LCC_SE,LHC_mean,LHC_SE,MAC_mean,MAC_SE
2007,Palm,Fished,PE1,2109.3,244,39.8,2.1,50.7,13.1,42,8.5,5.3,2.3,0,0,180,27,9.3,3.6,19.3,0.5,50.4,4,16.8,3.3,0.4,0.4
2007,Palm,Fished,PE2,2431.3,455.3,36.4,1.5,9.3,1.2,44,9.6,30,2.4,528,399,136,27.7,4.7,0.8,11.7,1.6,69.6,6.6,57.2,4.2,0,0
2007,Palm,Fished,PE3,1424.6,96.4,34.2,2.1,16.7,3.8,92.7,26.7,20,2.8,90,26.1,138,12.8,4,1.9,16.3,2.2,59.6,3.6,46.4,1.3,0.4,0.4
2007,Palm,Fished,PE4,999.3,176.2,37.2,1.7,17.3,1.6,122.7,29.3,16,3.7,68,52.3,186,34.9,6,1.2,14.4,1.1,32,3,24.4,2,0,0
2007,Palm,Fished,PE5,1366,26.9,40.4,1.7,12,4,188.6,30.1,11.3,2,98,22.7,228,11.1,4.7,1.3,5.7,0.5,30.8,3.1,17.6,2.5,0,0
2007,Palm,Fished,PE6,1422.6,134.8,37.4,0.7,12,2.9,132.7,39.2,7.3,3.4,226,52.8,356,51.5,6,0.7,10.5,0.5,18.4,3.1,4.4,2,0,0
2007,Palm,Fished,PS1,2536,392,41.4,1,24.7,4.2,104.7,21.4,20.7,6.7,0,0,28,13.9,8,3.1,15.6,2.7,52,4.7,18,3,0,0
2007,Palm,Fished,PS2,3756,517.4,40,3,27.3,5.3,54,1.9,14.7,3.4,504,232.9,52,26,17.3,1.2,16.3,1.7,39.2,6.1,34.4,5.7,0.8,0.8
2007,Palm,Fished,PS3,2572.6,350.3,43.6,2.6,29.3,4.1,120,17.9,18,5,0,0,28,9.7,12,3.3,6.4,0.6,28,2.3,19.6,2.7,0,0
2007,Palm,Fished,PS4,3006,599.3,39.6,2.5,14.7,3.6,75.3,12.2,6.7,2.4,334,262.6,188,60.2,7.3,2.7,12.2,0.8,32.8,4.8,12.8,4.1,0,0
2007,Palm,Fished,PS5,2500,267.3,39.2,1.4,14.7,5,40,9.4,14.7,2.7,0,0,114,16,3.3,2.6,14.6,1,40.8,4.2,20.4,1.5,0,0
2007,Palm,Fished,PS6,3231.3,539,41.2,2,13.3,3,117.3,38.4,6.7,2.1,58,34.8,174,38.7,6,1.9,12,0.6,50.4,5.4,27.6,6.1,0,0
2007,Palm,NTR 1987,OE1,1469.3,130.7,39.6,0.5,25.3,4.3,76.7,16.1,18.7,4.3,22,14.3,300,39,14,4,7.9,0.7,57.6,5.9,12,2.2,0,0
2007,Palm,NTR 1987,OE2,1682,173.2,40.6,2.3,30.7,4.6,76,11.1,20,1.8,128,115.9,170,22.8,13.3,3.8,5.1,0.5,74,1.1,13.6,1.9,0,0
2007,Palm,NTR 1987,OE3,2259.9,155.2,41.8,2.4,49.3,4.3,208,38.2,20,6.2,248,116.6,110,7.1,24,3.2,8,1,57.2,3.6,12.8,2.9,0,0
2007,Palm,NTR 1987,OE4,858,149.3,32.6,3.4,28.7,6.3,33.3,10.6,16.7,3.2,36,20.1,178,10.2,10,4.9,11.6,0.7,68,6.9,32.8,1.9,0,0
2007,Palm,NTR 1987,OE5,783.3,86,33.4,2.9,20.7,4.6,176,58.1,17.3,3.9,18,6.6,170,21.2,6,1.2,5.1,0.2,42,4.6,21.6,3.7,0.4,0.4
2007,Palm,NTR 1987,OE6,1114,83.2,37.8,1.1,12.7,1.6,126.7,24.7,22,2.9,68,16.6,306,27.3,3.3,2.1,6.1,0.1,66,4,38.8,2.6,0,0
2007,Palm,NTR 1987,OS1,1677.3,188.7,34,0.8,86,21.9,50.7,5.5,20.7,5.1,0,0,130,26.5,11.3,1.7,4.2,0.5,38,4.6,31.6,5.8,0,0
2007,Palm,NTR 1987,OS2,1739.3,177.1,29.6,1,26,4.5,41.3,3.7,10.7,3.1,20,20,92,12.4,7.3,1.9,6.4,1.2,32,5.7,16,4.2,0,0
2007,Palm,NTR 1987,OS3,2462.7,202.5,34.6,3,33.3,8.8,38,10.1,12.7,3.2,70,37.4,172,38.8,15.3,3.4,5.4,0.3,35.2,4.3,18.8,2.7,0,0
2007,Palm,NTR 1987,OS4,4357.3,601.9,41.8,2.2,26,4.1,40.7,8.1,140.7,13.5,436,138.2,416,57.7,16,2.9,7.8,0.5,41.2,4,35.6,4.8,0,0
2007,Palm,NTR 1987,OS5,2880,213.6,37,1.1,46.7,10.3,47.3,10.1,44.7,3.9,138,78.8,80,14.8,22,5.7,3.6,0.9,52,3,22,4,0,0
2007,Palm,NTR 1987,OS6,1678,418.4,28.6,2.1,22,2,36,10,10,1.5,52,31.8,174,53.7,9.3,2.4,6.5,0.9,54.4,2.3,11.6,3.1,0,0
2007,Palm,NTR 2004,C1,3242.6,603.8,36.6,1.8,23.3,4.2,53.3,6.3,26.7,3.3,66,26.9,26,16.3,11.3,2.7,4.4,0.4,50.8,3.8,22.8,4.5,0,0
2007,Palm,NTR 2004,C2,3174,92.1,42.4,2.5,39.3,4.1,48,7.8,20.7,4.8,82,72.1,152,17.4,18,3.1,4.5,0.2,50.4,3.8,18.8,2.3,0.8,0.5
2007,Palm,NTR 2004,C3,2832,509,40.6,0.7,27.3,6.4,56,15.1,13.3,1.8,330,214.4,96,7.5,15.3,7,2.2,0.2,64,3.6,39.6,4.3,3.2,1.6
2007,Whitsunday,Fished,HB1,1770.6,205.3,35.2,2.8,22.7,3.9,56,13.3,13.3,2.4,58,24.2,324,52.7,8,2.7,5.6,1.1,47.6,3.5,33.2,3.4,0.8,0.5
2007,Whitsunday,Fished,HB2,1447.3,143.9,26.4,1.3,14.7,3.6,40.7,6.2,30,2.8,12,7.3,394,11.2,5.3,2,6.7,0.3,60.8,3.4,53.6,3.2,5.2,1.2
2007,Whitsunday,Fished,HB3,2818.6,168.1,31.4,1.1,4.7,0.8,32,3.9,17.3,1.2,306,62.7,218,33.8,0.7,0.7,7,0.6,75.6,3.2,53.6,3.5,0,0
2007,Whitsunday,Fished,HB4,2054.6,299,29.4,2.2,20.7,13.6,22,5.7,28,7.4,252,38.8,90,9.5,2.7,1.2,4.7,0.2,82.8,2.9,54.8,3,0,0
2007,Whitsunday,Fished,HB5,7485.3,565.7,37.8,2,7.3,1.9,37.3,6.9,24.7,4.4,2112,453.6,156,26,4.7,2.5,8.6,0.7,76.8,3.4,34,3.6,0,0
2007,Whitsunday,Fished,HB7,4046.7,1022.3,35.8,1.4,13.3,3,36,5.4,18,3.7,1230,643.4,58,15.3,1.3,0.8,14.9,1,75.2,3.5,48.8,8.3,0,0
2007,Whitsunday,Fished,HE1,3169.3,406.8,41,4,28.7,14.3,81.3,34.9,44.7,6.3,98,19.6,188,23.1,4,1.6,7.7,0.8,87.2,1.6,74,3.6,0,0
2007,Whitsunday,Fished,HE2,2151.3,232.6,39.4,2.2,12,2.3,44.7,4.5,32.7,7.8,152,52.1,208,21.3,2,0.8,4,0,74,5.4,60.4,6.9,0,0
2007,Whitsunday,Fished,HE3,2990,258.1,41.2,3.4,8.7,2.3,66.7,12.9,32,4.5,290,91.5,156,9.3,4.7,1.3,11,1.6,69.2,5.6,39.6,5.7,0,0
2007,Whitsunday,Fished,HY1,3592,481.2,38.4,2.4,8,2,87.3,20.2,25.3,5.9,154,79.8,38,12,4,0.7,5.9,0.1,65.2,3.5,43.2,3.4,0,0
2007,Whitsunday,Fished,HY2,2142.6,192.4,40,2.4,12,5.1,46.7,4.3,37.3,7.4,36,15,136,16.3,1.3,0.8,4.1,0.4,68.8,6.2,30,7.4,0,0
2007,Whitsunday,Fished,HY3,3221.3,387,43,2.4,20.7,6.4,71.3,12,56,6.9,94,48.3,58,15.6,4,1.2,3.8,0.2,52.8,3.1,31.6,2.6,0,0
2007,Whitsunday,Fished,W1,2286,256.7,38.2,2.7,20.7,6.4,62.7,17,34.7,4.5,78,30.7,168,10.2,4.7,1.7,8.2,0.8,70.8,2.1,43.6,5.6,0,0
2007,Whitsunday,Fished,W2,2103.3,225.4,29.8,1.5,10.7,3.2,20.7,5.6,22.7,4.1,170,33.2,228,20.8,2,0.8,11.4,1.1,67.6,4,39.6,3.7,0,0
2007,Whitsunday,Fished,W3,2522.6,922,28.2,3.5,10,2.8,29.3,4.6,8.7,2.7,526,446.7,308,98.9,0.7,0.7,7,0.6,41.2,10,22.4,9.5,11.2,5
2007,Whitsunday,Fished,W4,905.3,66.4,29.2,0.9,13.3,1.8,43.3,12.5,10,1.5,52,37.6,148,27.1,5.3,1.3,8.6,0.4,25.6,4.8,14.8,3.6,47.6,9.5
2007,Whitsunday,Fished,W5,2256.7,183.9,24.4,2.1,4.7,1.3,40,15,7.3,4,876,200.1,104,35.4,1.3,0.8,5.8,0.2,57.2,4.8,54.8,5,9.2,4.4
2007,Whitsunday,Fished,W6,742.7,59.2,23.8,2.3,12.7,2.9,24.7,9.4,6.7,3,0,0,332,43.4,0.7,0.7,4.7,0.7,14,3,11.2,3,63.2,4.3
2007,Whitsunday,Fished,W8,1756,287.9,31.4,1.5,16.7,4.1,24,9.6,23.3,5.1,222,89,178,17.1,3.3,1.1,20.8,0.5,58.4,5.9,42.4,4,0.4,0.4
2007,Whitsunday,Fished,W9,1723.3,178.8,29,2.3,16.7,2.4,17.3,6.9,25.3,4.3,162,77.7,156,20.9,2,0.8,21.6,1.5,63.2,1.9,44.8,3.4,0.8,0.5
2007,Whitsunday,NTR 1987,B1,4024,986.3,37.8,1.6,73.3,22.4,60,19.2,31.3,6.8,1414,916.4,80,12.2,13.3,4.2,8.9,0.2,64.8,5.3,28.4,3.3,0,0
2007,Whitsunday,NTR 1987,B2,7770,2180.7,31,1.7,18.7,9.4,31.3,6.4,26.7,1.8,4552,2190.8,70,14.8,9.3,4.5,6.4,1.2,71.6,3.7,40.8,5.2,0,0
2007,Whitsunday,NTR 1987,B3,2028.7,713.9,23.6,1.8,12.7,2.9,16.7,5.6,26,4.1,734,575,218,10.7,2.7,1.2,8.3,0.4,78.8,3.4,52,3.4,0,0
2007,Whitsunday,NTR 1987,B4,1263.3,213.3,22.6,1.3,6,1.2,8,1.7,28.7,3.1,274,164.6,200,19.2,2,0.8,4.4,0.2,80.4,1.5,63.6,2.7,0,0
2007,Whitsunday,NTR 1987,B5,2868,382.7,25.2,0.9,6.7,1.1,22.7,5.3,10,1.5,1720,374.4,98,19.3,5.3,1.7,4.9,0.4,75.2,3.4,64.8,7,0.4,0.4
2007,Whitsunday,NTR 1987,B6,5352.6,1640.5,42.6,1.5,13.3,2.1,130.7,11.6,50.7,7.6,2844,1413.2,200,19.2,8,1.7,3.6,0.3,71.6,7.4,43.2,7.7,0,0
2007,Whitsunday,NTR 1987,HG1,4330,800.4,41,1.8,22,4.3,77.3,11.4,53.3,7.6,836,318.5,24,10.3,7.3,1.9,3.7,0.4,64.4,3.3,32.8,3.3,0,0
2007,Whitsunday,NTR 1987,HG2,3710,619.9,43.4,1.5,20.7,5,49.3,4,28,6.4,990,494.7,42,17.7,10.7,2.7,6.3,0.5,72.4,2.8,46.8,4.9,0.4,0.4
2007,Whitsunday,NTR 1987,HG3,3230,501,41,1.4,11.3,1.3,72,8.7,18.7,4.3,636,245.6,78,13.2,7.3,2.2,7.7,1,68,2.8,38.4,4.4,0,0
2007,Whitsunday,NTR 1987,HG4,6298.6,541.6,40.2,1,16.7,5.3,64.7,18.2,29.3,2.4,1706,561.4,88,7.3,8.7,2.9,8.7,0.3,74.4,1.7,63.2,4.3,1.2,1.2
2007,Whitsunday,NTR 1987,HG5,2030.6,138.8,39,2.6,18,6.5,77.3,7.4,31.3,5.2,118,57.3,62,15.9,7.3,1.6,4.6,0.5,61.6,3.5,39.2,3.7,0,0
2007,Whitsunday,NTR 1987,HG6,2812,467.2,40.4,1.2,15.3,3.4,123.3,11.1,13.3,3,868,425.2,174,26.4,6,1.9,6,0,42.8,5.2,34,6.1,0.4,0.4
2007,Whitsunday,NTR 2004,BL1,2190,126.8,43.2,1.7,44,7.4,111.3,18.2,28.7,4.5,98,77.5,94,20.4,17.3,5.5,6.2,0.1,56,1.7,25.2,3.1,0,0
2007,Whitsunday,NTR 2004,BL2,1914.6,109.8,40.2,2.4,28,8.9,81.3,5.6,44,5.5,6,6,54,10.3,16,5.5,7.1,0.3,61.6,3.3,38.8,4.9,0,0
2007,Whitsunday,NTR 2004,DB1,2886,203.5,46.2,3,20.7,4.8,57.3,8.8,18,4.2,484,137,52,8.6,8,1.7,7.4,0.7,72.4,2.1,35.6,2.6,0,0
2007,Whitsunday,NTR 2004,DB2,4025.3,410.5,42.8,1.3,43.3,8,143.3,31.4,58,5.9,608,339.4,158,21.8,27.3,6.4,5,0.4,74,1.5,47.2,2.2,0,0
2007,Whitsunday,NTR 2004,HG7,6072.6,500.1,43.4,1.6,10,2.1,69.3,7.4,62,10.1,1928,384.3,54,12.1,3.3,1.1,5.4,0.4,70.8,4.5,59.2,4.5,0,0
2007,Whitsunday,NTR 2004,HW1,3116,260.1,45.2,3,12,2,181.3,57.6,28,6,230,141.8,10,6.3,6,1.9,7.5,0.4,71.6,2.9,54.8,5,0,0
2007,Whitsunday,NTR 2004,HW2,2110,326.7,35.4,1.5,10.7,1.2,62.7,9.6,17.3,6.4,56,21.6,94,11.7,2,1.3,7.8,0.2,63.6,6.5,54.8,7.6,0.8,0.8
2007,Whitsunday,NTR 2004,HW3,3643.3,186.7,37.8,2.6,12,1.3,52,12.5,19.3,5.1,288,114.3,134,25.2,4.7,1.7,7.8,0.6,78.8,3,61.6,3.1,0,0
2007,Whitsunday,NTR 2004,L1,2619.3,383.8,39.2,0.8,12.7,3.4,61.3,3.7,18.7,3.1,128,70.4,50,14.1,6,1.2,7.2,0.4,60,1.9,32,2.5,0,0
2008,Keppel,Fished,GK7,5055.3,1368.8,23.6,2.4,22.7,4,19.3,8.9,38,7.4,3970,1263.1,182,17.5,10.7,2.7,7.1,0.5,63.6,1.5,62,2.4,0.8,0.5
2008,Keppel,Fished,GK8,1857.3,503.1,21.4,0.8,19.3,5.5,192.6,130,13.3,3.3,880,582.3,300,35.5,6.7,3,6.2,0.5,22,9.9,21.6,10.1,4,2.1
2008,Keppel,Fished,MI1,9894.7,2694.2,25.4,2.8,17.3,3.9,4.7,1.7,41.3,9,8906,2627.1,110,34.1,12,5,7.8,0.6,88,3.2,86,3.9,0,0
2008,Keppel,Fished,NK3,3467.3,545.7,23.6,1.7,28.7,3.6,48.7,19.8,22,6.2,2112,489.9,132,21.1,20.7,1.6,6,0,68,3.5,68,3.5,1.2,0.8
2008,Keppel,NTR 2004,GK5,15867.3,1474.7,32.4,0.8,52.7,7.8,17.3,1.6,24,4.6,14800,1479.9,170,28.5,36,6.4,8.2,0.3,30.4,5,30,5.1,11.2,5.4
2008,Keppel,NTR 2004,GK6,8658,1882.8,21.6,2.3,46.7,6.8,15.3,5.9,20,4.1,7860,1883.8,196,72,34,5.2,7.1,0.5,58.4,16.7,58.4,16.7,2.4,1.9
2008,Keppel,NTR 2004,GK9,5240.7,2363.6,16.8,1.5,15.3,4.5,11.3,5.9,4,1.2,4280,2359,272,60.4,4,1.2,7.5,0.8,44,9.4,44,9.4,10.8,1.9
2008,Keppel,NTR 2004,NK1,6794.6,2644.8,17,1.7,12.7,2.9,272,84.1,6,2.2,5590,2536.9,286,51,11.3,2.3,4.4,0.3,29.6,10.8,29.6,10.8,54,9.7
2008,Palm,Fished,C4,3752,386.6,43.2,1.4,19.3,1.6,65.3,12.2,32.7,6.2,226,89.4,200,35.6,8,2.3,11.4,2.5,61.6,6.1,32.8,6.7,1.6,1
2008,Palm,Fished,C5,2684.6,572,47.6,2.5,39.3,1.9,81.3,12,21.3,5.4,212,137.2,174,36.7,10.7,3.4,5.3,0.7,67.6,2.2,14,2,0,0
2008,Palm,Fished,C6,3057.3,615.9,33.8,2.4,13.3,3,40,3.8,11.3,2.7,20,20,156,43,4.7,1.7,7.5,1.8,51.2,3.1,13.2,2.9,0,0
2008,Palm,NTR 2004,C1,3238,213.8,38.6,2,16,3.9,33.3,4.6,24,2.4,182,61.9,176,32.5,6,1.9,10.4,0.2,50.8,3.8,22.8,4.5,0,0
2008,Palm,NTR 2004,C2,4159.3,358.1,39.6,1.7,30,6.7,31.3,7.3,16.7,4.6,104,87.6,222,25.2,12.7,3.4,10.4,1.1,50.4,3.8,18.8,2.3,0.8,0.5
2008,Palm,NTR 2004,C3,4670.6,546,38.6,1.7,14.7,2.5,44.7,6.5,12.7,2.7,364,59.5,152,19.3,4.7,2.3,9.2,0.4,64,3.6,39.6,4.3,3.2,1.6
2008,Whitsunday,Fished,HB7,6258.6,1217.9,38.8,2.4,12.7,2.3,43.3,10.9,29.3,4.6,1894,895.1,40,13.7,4.7,1.7,5.5,0.7,83.6,2.3,54,6,0,0
2008,Whitsunday,Fished,HE1,2275.3,237.8,37.6,3.7,22.7,3.2,40,10.7,25.3,4.8,206,39.2,90,8.9,7.3,2.4,10.7,0.3,83.2,4.9,73.2,5.3,0,0
2008,Whitsunday,Fished,HE2,2953.3,238.2,37,3,6,1.6,58,15.3,27.3,2.9,274,68.7,98,11.1,0.7,0.7,6.9,0.5,78,3.3,68,3.8,0,0
2008,Whitsunday,Fished,HE3,3561.3,168.6,44.8,1.3,18.7,2.7,382.6,263.7,44,14,200,45.7,182,47.5,13.3,1.8,4,0.3,72,3.8,54.4,6.1,0,0
2008,Whitsunday,Fished,HY1,3081.3,426.3,39.2,2.2,13.3,4.6,56.7,4.8,18.7,3.1,188,68,110,11,4,1.6,6.9,0.6,61.6,5.2,39.6,4,0,0
2008,Whitsunday,Fished,HY2,3597.3,165.5,44,1.1,12,2.3,72,12.6,67.3,6.7,44,20.1,106,21.4,3.3,1.8,10.7,0.5,64.8,3.4,37.2,3.7,0.8,0.5
2008,Whitsunday,Fished,HY3,4250.6,414.2,47,2.1,32,4.8,60,7.8,43.3,5.4,86,39.4,160,42.5,12.7,1.9,9.3,0.2,73.2,3.7,49.2,3.4,0,0
2008,Whitsunday,Fished,W8,2462,391.6,32.4,2.7,12,0.8,20.7,8.1,47.3,9.5,360,157.7,110,26.8,2.7,1.2,5.8,0.3,58,4.3,40.4,3.9,1.6,1.2
2008,Whitsunday,Fished,W9,2707.3,317.4,41,2.9,15.3,3.7,57.3,16.2,54.7,8.3,504,275.5,120,24.3,4.7,3.1,9.3,1.5,69.6,5.3,48,7.7,2.8,1
2008,Whitsunday,NTR 2004,BL1,4397.3,770.8,48,1.7,64,14.5,121.3,31.4,44,4.9,1208,560.2,60,25.1,18,6,7.6,0.2,59.2,6.9,33.6,5.1,1.6,1
2008,Whitsunday,NTR 2004,BL2,2669.3,533.5,43,2.8,50,6.7,68.7,8.6,38,5.4,794,478.6,104,20.4,31.3,4.5,8.6,0.8,75.2,2.7,56.4,3.7,0,0
2008,Whitsunday,NTR 2004,DB1,3590.6,230.9,45.6,0.9,40,13.7,89.3,12.4,29.3,2.2,148,39.4,64,20.6,16,4.4,9.2,1.1,51.6,4.2,22.8,4.8,0,0
2008,Whitsunday,NTR 2004,DB2,4359.3,633,41.6,1,40.7,7.4,32,7,37.3,6.4,1022,422.9,146,6.8,28.7,4,5.8,0.4,64.8,4.2,34.8,6,0.4,0.4
2008,Whitsunday,NTR 2004,HG7,5909.3,673.2,49,2.3,15.3,1.7,72.7,7.8,60,13.9,2770,501.2,74,19.4,5.3,0.8,3,0.1,74,2.8,45.6,5.7,0,0
2008,Whitsunday,NTR 2004,HW1,3131.3,404.5,43.6,1.5,23.3,6.1,112,7.5,19.3,5,160,81.7,30,11,14,4.6,5.6,0.5,58.4,3.3,44.4,5.6,0.8,0.5
2008,Whitsunday,NTR 2004,HW2,3616,928.2,43.8,1,20,3.2,100,18.9,26,4.9,996,558.8,80,26.6,8,3.6,9.7,1.6,57.6,6.2,54,7.3,0,0
2008,Whitsunday,NTR 2004,HW3,4149.9,380.7,48.8,2.7,48,18.1,82.7,7.1,31.3,2.7,608,183.5,48,11.1,20.7,5.3,7.6,0.6,69.2,3.3,53.2,4.2,0,0
2008,Whitsunday,NTR 2004,L1,2820,377.2,40.8,1.5,22,4,72,12.7,26.7,6.2,654,327.4,76,9.8,14,3.6,7.5,0.4,59.2,5.2,35.6,4.7,0.4,0.4
2009,Keppel,Fished,GK1,8129.9,1789.5,32,2.9,28.7,11.1,21.3,7.3,51.3,13.1,6058,1587.5,176,43.2,6.7,1.8,8.2,0.8,88,4.5,84.8,6,0,0
2009,Keppel,Fished,GK2,2759.3,1582.7,26.6,3.2,22,5.2,16.7,11.3,50,6,1912,1507.6,204,25,8.7,2.5,11.4,1.1,83.2,1,78.4,1,0,0
2009,Keppel,Fished,GK3,6906,2302.3,25.2,2.3,28,4.3,17.3,10.7,26.7,1.8,5888,2191.9,96,15,20.7,3.6,7,0.6,83.2,1.9,83.2,1.9,1.2,1.2
2009,Keppel,Fished,GK4,16296.7,4242.2,23.8,1.7,24,4,6.7,3,32.7,9.5,15100,4269.8,166,21.1,13.3,3.2,8.6,0.4,83.6,1.5,81.2,1.6,0,0
2009,Keppel,Fished,GK7,21618.6,5363.5,23.8,1.5,26,6.3,32.7,11,64,11.3,20100,5334.8,258,17.4,13.3,2.8,5.8,0.2,67.2,2.8,66,2.5,7.6,3.5
2009,Keppel,Fished,GK8,1502,846.9,18.8,0.7,27.3,6.2,7.3,3.2,29.3,4.8,800,800,230,25.5,17.3,4.6,4.7,0.7,36.4,13.8,35.2,13.7,1.6,1.2
2009,Keppel,Fished,H3,12708,3113.1,29,1.7,49.3,22.3,72,14.6,54,13.1,11296,3217,116,44.1,30.7,9.5,5.6,1.1,40,6.8,40,6.8,52.8,9.3
2009,Keppel,Fished,MI1,11774.7,3473.4,23,1.7,17.3,2.4,9.3,3.9,38,11.7,10784,3362.5,188,34.8,10.7,2.2,6.7,0.3,85.6,2.3,82.8,2.9,2,0.6
2009,Keppel,Fished,MI2,21712.6,7134.1,25.8,3.5,14.7,4.8,9.3,6.9,42.7,7.3,20658,7153.7,122,21.8,10,3.5,7,0.6,79.6,3.7,56.4,12.4,3.2,2.2
2009,Keppel,Fished,NK3,3919.3,998.3,17.8,2.1,23.3,6.4,2.7,1.2,13.3,6.1,2804,904.2,236,52.2,16,3.4,4.6,0.5,35.2,12.8,35.2,12.8,52.8,14.1
2009,Keppel,NTR 1987,H1,13410.6,4704.1,24,2.4,48,15.2,26,16.1,64,5.1,12440,4624.9,200,14.8,26.7,5.8,6.2,0.1,79.2,5.4,77.2,5.4,3.2,1
2009,Keppel,NTR 1987,H2,35520,5707.1,24.2,1.6,60,10.9,14,11,76.7,8.9,34400,5857.5,200,35.9,31.3,8.3,7.1,0.3,88,3.3,86.8,3.4,0,0
2009,Keppel,NTR 1987,M1,13755.3,1183.6,18.6,1.7,26.7,6.6,6.7,2.4,22,2.7,12824,1191.1,244,36.7,22,4.7,7.5,0.4,51.6,7.4,51.6,7.4,39.2,4.9
2009,Keppel,NTR 1987,M2,16933.3,1981.9,24.4,1.9,21.3,1.3,6.7,2.1,62,8.3,15140,1901.2,352,33.8,14,2.4,7.8,0.2,67.6,2.7,67.6,2.7,7.2,1
2009,Keppel,NTR 1987,M3,5910.6,2875,22.2,2.7,30.7,10,10,4.2,28,7.3,5258,2739.9,138,27.8,15.3,5.6,7.8,0.6,80.4,5.5,80.4,5.5,1.6,1.2
2009,Keppel,NTR 1987,M4,3839.3,1150.9,26.4,2.4,59.3,12.2,6.7,2.4,34.7,5.2,2798,1115.6,186,45.1,33.3,4.9,7.2,0.4,83.6,6.7,83.6,6.7,0.8,0.8
2009,Keppel,NTR 2004,GK5,30692.7,4374.3,20,1.1,50,4.6,9.3,4.6,4.7,2,29600,4380.1,334,31.7,40.7,3.2,6,0,11.6,2.4,11.6,2.4,86.4,3.5
2009,Keppel,NTR 2004,GK6,17960,2499.4,19,1.5,44,9.9,12,5.6,44,14.6,16700,2498,308,110.8,30.7,6.5,5.4,0.4,62.4,16.2,62.4,16.2,27.6,15.1
2009,Keppel,NTR 2004,GK9,10610.7,2176.2,22.6,2,23.3,7.1,12,5.6,12,1.7,9414,2211.1,398,39.9,13.3,3.3,5,0.4,50.8,10.6,50.8,10.6,27.6,6.1
2009,Keppel,NTR 2004,NK1,3254.7,2060,12.2,0.9,20,1.8,20,20,0.7,0.7,2660,1929.4,204,28.4,13.3,3,4,0,12.8,6.1,12.8,6.1,81.2,6.4
2009,Palm,Fished,C4,3194.6,287.7,40.6,2.4,32,7.7,43.3,11.1,16,4,48,26.3,186,42.5,5.3,2.3,9,1.2,56.8,3.9,27.2,2.2,0.4,0.4
2009,Palm,Fished,C5,1483.3,285.4,38.8,3.8,38,10.9,112,26.5,12.7,1.6,114,67.6,174,25,8.7,3.4,5.6,0.4,64.4,3.7,11.2,2.7,0,0
2009,Palm,Fished,C6,2900.6,431.3,37.4,3.9,26,10.3,106,42.5,10.7,2.4,88,75.7,64,10.3,10.7,3.2,12.2,0.6,58.4,3.2,22,3.4,0,0
2009,Palm,Fished,PE1,2912.6,324.4,44,2.6,28.7,5.8,82,17.1,15.3,1.3,446,99.9,172,40.4,5.3,2.5,18.8,2.4,50.4,4.7,23.6,3.7,0,0
2009,Palm,Fished,PE2,1478,58.8,36.2,0.7,9.3,2.4,50,12,14.7,5,234,41.8,250,43.9,4,1.9,11.1,0.3,63.2,4,52.8,2.9,0,0
2009,Palm,Fished,PE3,1185.3,76.6,33.2,1.1,6,2.4,57.3,8,14,1.2,136,30.1,216,34.1,0.7,0.7,17.6,1.7,62,3,49.6,2.7,0.4,0.4
2009,Palm,Fished,PE4,888.6,57.3,35.8,2.1,16.7,3.5,90.7,19.5,13.3,4.3,100,35.8,252,38,4,1.2,10.2,1.9,40,2.6,34.4,3.4,2.4,1
2009,Palm,Fished,PE5,1648.6,233.9,41.2,1.8,18,4.8,286.6,137.7,12,3.4,134,13.3,328,41.2,4,3.2,9.2,1,36.4,2.9,24.4,4.4,0.4,0.4
2009,Palm,Fished,PE6,1884.6,217.5,41,2,20.7,4.6,162.7,55.8,10.7,2.4,280,67.6,504,30.6,7.3,1.9,9.8,1.2,34,3.6,22.4,2.1,8,5.2
2009,Palm,Fished,PS1,2447.3,279.2,46.8,2.7,22,3.1,168.6,15.8,20.7,4.6,10,10,134,71,6,1.6,9.2,0.4,57.6,4.1,31.2,4.9,0,0
2009,Palm,Fished,PS2,2974.7,248.7,30.8,1.5,9.3,2.4,30.7,8.8,21.3,8.9,154,123.2,138,26.5,2.7,0.7,7.4,0.9,62.8,4.3,55.6,3.5,2.8,1.5
2009,Palm,Fished,PS3,3332.6,148.4,41.6,1.9,13.3,3.8,107.3,17.8,24.7,5.4,40,32.7,66,14.7,5.3,2.7,18.5,0.5,47.2,2.6,34.8,3,1.2,1.2
2009,Palm,Fished,PS4,2892.6,502.1,42,1.8,15.3,5,89.3,8.1,22.7,4.3,96,30.3,148,43.3,3.3,1.1,14.8,2.4,44.4,8.4,24.8,8.3,0.8,0.5
2009,Palm,Fished,PS5,2595.9,177.3,38,2.9,16,5.2,55.3,13,10.7,4,0,0,96,13.3,2.7,1.6,10.5,0.7,59.6,3.5,41.6,4,0,0
2009,Palm,Fished,PS6,2255.3,234.9,40,2.5,9.3,3.4,156,8.6,8.7,2.9,102,56.7,218,54.6,2.7,1.2,16.5,0.9,57.2,4.8,35.2,5.4,0.4,0.4
